NIVEL;CURSO;OA;COD_ASG;ASIGNATURA;CATEGORIA;DESCRIPCION
B;2B;OA 05;CN02;Ciencias Naturales;Aprendizajes Basales;Observar e identificar algunos animales nativos que se encuentran en peligro de extinción, así como el deterioro de su hábitat, proponiendo medidas para protegerlos.
B;2B;OA 06;CN02;Ciencias Naturales;Aprendizajes Complementarios;Identificar y comunicar los efectos de la actividad humana sobre los animales y su hábitat.
B;2B;OA 07;CN02;Ciencias Naturales;Aprendizajes Basales;Identificar la ubicación y explicar la función de algunas partes del cuerpo que son fundamentales para vivir: corazón, pulmones, estómago, esqueleto y músculos.
B;2B;OA 08;CN02;Ciencias Naturales;Aprendizajes Basales;Explicar la importancia de la actividad física para el desarrollo de los músculos y el fortalecimiento del corazón, proponiendo formas de ejercitarla e incorporarla en sus hábitos diarios.
B;2B;OA 09;CN02;Ciencias Naturales;Aprendizajes Basales;Observar y describir, por medio de la investigación experimental, algunas características del agua, como: escurrir, adaptarse a la forma del recipiente, disolver algunos sólidos, como el azúcar y la sal, ser transparente e inodora, evaporarse y congelarse con los cambios de temperatura.
B;2B;OA 10;CN02;Ciencias Naturales;Aprendizajes Complementarios;Identificar y comparar, por medio de la exploración, los estados sólido, líquido y gaseoso del agua.
B;2B;OA 11;CN02;Ciencias Naturales;Aprendizajes Basales;Describir el ciclo del agua en la naturaleza, reconociendo que el agua es un recurso preciado y proponiendo acciones cotidianas para su cuidado.
B;2B;OA 12;CN02;Ciencias Naturales;Aprendizajes Basales;Reconocer y describir algunas características del tiempo atmosférico, como precipitaciones (lluvia, granizo, nieve), viento y temperatura ambiente, entre otras, y sus cambios a lo largo del año.
B;2B;OA 13;CN02;Ciencias Naturales;Aprendizajes Complementarios;Medir algunas características del tiempo atmosférico, construyendo y/o usando algunos instrumentos tecnológicos útiles para su localidad, como termómetro, pluviómetro o veleta.
B;2B;OA 14;CN02;Ciencias Naturales;Aprendizajes Basales;Describir la relación de los cambios del tiempo atmosférico con las estaciones del año y sus efectos sobre los seres vivos y el ambiente.
B;2B;OAA A;CN02;Ciencias Naturales;Actitudes;Demostrar curiosidad e interés por conocer seres vivos, objetos y/o eventos que conforman el entorno natural.
B;2B;OAA B;CN02;Ciencias Naturales;Actitudes;Manifestar un estilo de trabajo riguroso y perseverante para lograr los aprendizajes de la asignatura.
B;2B;OAA C;CN02;Ciencias Naturales;Actitudes;Reconocer la importancia del entorno natural y sus recursos, desarrollando conductas de cuidado y protección del ambiente.
B;2B;OAA D;CN02;Ciencias Naturales;Actitudes;Asumir responsabilidades e interactuar en forma colaborativa y flexible en los trabajos en equipo, aportando y enriqueciendo el trabajo común.
B;2B;OAA E;CN02;Ciencias Naturales;Actitudes;Manifestar compromiso con un estilo de vida saludable a través del desarrollo físico y el autocuidado.
B;2B;OAA F;CN02;Ciencias Naturales;Actitudes;Reconocer la importancia de seguir normas y procedimientos que resguarden y promuevan la seguridad personal y colectiva.
B;2B;OAH a;CN02;Ciencias Naturales;Habilidades;Explorar, observar y formular inferencias y predicciones, en forma guiada, sobre objetos y eventos del entorno.
B;2B;OAH b;CN02;Ciencias Naturales;Habilidades;Explorar y experimentar, en forma guiada, con elementos del entorno: a partir de preguntas dadas, en forma individual y colaborativa, utilizando la observación, manipulación y clasificación de materiales simples.
B;2B;OAH c;CN02;Ciencias Naturales;Habilidades;Observar, medir y registrar los datos cuidadosamente, utilizando unidades no estandarizadas.
B;2B;OAH d;CN02;Ciencias Naturales;Habilidades;Seguir las instrucciones para utilizar los materiales e instrumentos en forma segura.
B;2B;OAH e;CN02;Ciencias Naturales;Habilidades;Comunicar y comparar con otros sus ideas, observaciones, mediciones y experiencias de forma oral y escrita, y a través de presentaciones, TIC, dibujos, entre otros.
B;3B;OA 01;CN03;Ciencias Naturales;Aprendizajes Complementarios;Observar y describir, por medio de la investigación experimental, las necesidades de las plantas y su relación con la raíz, el tallo y las hojas.
B;3B;OA 02;CN03;Ciencias Naturales;Aprendizajes Basales;Observar, registrar e identificar variadas plantas de nuestro país, incluyendo vegetales autóctonos y cultivos principales a nivel nacional y regional.
B;3B;OA 03;CN03;Ciencias Naturales;Aprendizajes Complementarios;Observar y describir y algunos cambios de las plantas con flor durante su ciclo de vida (germinación, crecimiento, reproducción, formación de la flor y del fruto), reconociendo la importancia de la polinización y de la dispersión de la semilla.
B;3B;OA 04;CN03;Ciencias Naturales;Aprendizajes Basales;Describir la importancia de las plantas para los seres vivos, el ser humano y el medio ambiente (por ejemplo: alimentación, aire para respirar, productos derivados, ornamentación, uso medicinal) proponiendo y comunicando medidas de cuidado.
B;3B;OA 05;CN03;Ciencias Naturales;Aprendizajes Basales;Explicar la importancia de usar adecuadamente los recursos, proponiendo acciones y construyendo instrumentos tecnológicos para reutilizarlos, reducirlos y reciclarlos en la casa y en la escuela.
B;3B;OA 06;CN03;Ciencias Naturales;Aprendizajes Basales;Clasificar los alimentos, distinguiendo sus efectos sobre la salud y proponer hábitos alimenticios saludables.
B;3B;OA 07;CN03;Ciencias Naturales;Aprendizajes Complementarios;Proponer, comunicar y ejercitar buenas prácticas de higiene en la manipulación de alimentos para prevenir enfermedades.
B;3B;OA 08;CN03;Ciencias Naturales;Aprendizajes Complementarios;Distinguir fuentes naturales y artificiales de luz, como el Sol, las ampolletas y el fuego, entre otras.
B;3B;OA 09;CN03;Ciencias Naturales;Aprendizajes Basales;"Investigar experimentalmente y explicar algunas características de la luz  por ejemplo: viaja en línea recta, se refleja, puede ser separada en colores."";"
B;3B;OA 10;CN03;Ciencias Naturales;Aprendizajes Basales;"Investigar experimentalmente y explicar las características del sonido;  por ejemplo: viaja en todas las direcciones, se absorbe o se refleja, se transmite por medio de distintos materiales, tiene tono e intensidad."";"
B;3B;OA 11;CN03;Ciencias Naturales;Aprendizajes Basales;Describir las características de algunos de los componentes del Sistema Solar (Sol, planetas, lunas, cometas y asteroides) en relación con su tamaño, localización, apariencia y distancia relativa a la Tierra, entre otros.
B;3B;OA 12;CN03;Ciencias Naturales;Aprendizajes Basales;Explicar, por medio de modelos, los movimientos de rotación y traslación, considerando sus efectos en la Tierra.
B;3B;OA 13;CN03;Ciencias Naturales;Aprendizajes Complementarios;Diseñar y construir modelos tecnológicos para explicar eventos del Sistema solar, como la sucesión de las fases de la Luna y los eclipses de Luna y de Sol, entre otros.
B;3B;OAA A;CN03;Ciencias Naturales;Actitudes;Demostrar curiosidad e interés por conocer seres vivos, objetos y/o eventos que conforman el entorno natural.
B;3B;OAA B;CN03;Ciencias Naturales;Actitudes;Manifestar un estilo de trabajo riguroso y perseverante para lograr los aprendizajes de la asignatura.
B;3B;OAA C;CN03;Ciencias Naturales;Actitudes;Reconocer la importancia del entorno natural y sus recursos, desarrollando conductas de cuidado y protección del ambiente.
B;3B;OAA D;CN03;Ciencias Naturales;Actitudes;Asumir responsabilidades e interactuar en forma colaborativa y flexible en los trabajos en equipo, aportando y enriqueciendo el trabajo común.
B;3B;OAA E;CN03;Ciencias Naturales;Actitudes;Manifestar compromiso con un estilo de vida saludable a través del desarrollo físico y el autocuidado.
B;3B;OAA F;CN03;Ciencias Naturales;Actitudes;Reconocer la importancia de seguir normas y procedimientos que resguarden y promuevan la seguridad personal y colectiva.
B;3B;OAH a;CN03;Ciencias Naturales;Habilidades;Observar, plantear preguntas, formular inferencias y predicciones, en forma guiada, sobre objetos y eventos del entorno.
B;3B;OAH b;CN03;Ciencias Naturales;Habilidades;Participar en investigaciones experimentales y no experimentales guiadas: obteniendo información para responder a preguntas dadas a partir de diversas fuentes, por medio de la observación, la manipulación y la clasificación de la evidencia, en forma individual y colaborativa.
B;3B;OAH c;CN03;Ciencias Naturales;Habilidades;Observar, medir y registrar datos en forma precisa, utilizando instrumentos y unidades estandarizadas, organizándolos en tablas, gráficos y utilizando TIC cuando corresponda.
B;3B;OAH d;CN03;Ciencias Naturales;Habilidades;Usar materiales e instrumentos en forma segura y autónoma, como reglas, termómetros, entre otros, para hacer observaciones y mediciones.
B;3B;OAH e;CN03;Ciencias Naturales;Habilidades;Resumir las evidencias, obtenidas a partir de sus observaciones para responder la pregunta inicial.
B;3B;OAH f;CN03;Ciencias Naturales;Habilidades;Comunicar y comparar con otros sus ideas, observaciones, mediciones y experiencias utilizando diagramas, material concreto, modelos, informes sencillos, presentaciones, TIC, entre otros.
B;4B;OA 01;CN04;Ciencias Naturales;Aprendizajes Basales;Reconocer, por medio de la exploración, que un ecosistema está compuesto por elementos vivos (animales, plantas, etc.) y no vivos (piedras, aguas, tierra, etc.) que interactúan entre sí.
B;4B;OA 02;CN04;Ciencias Naturales;Aprendizajes Basales;"Observar y comparar adaptaciones de plantas y animales para sobrevivir en los ecosistemas en relación con su estructura y conducta;  por ejemplo: cubierta corporal, camuflaje, tipo de hojas, hibernación, entre otras."";"
B;4B;OA 03;CN04;Ciencias Naturales;Aprendizajes Basales;Dar ejemplos de cadenas alimentarias, identificando la función de los organismos productores, consumidores y descomponedores, en diferentes ecosistemas de Chile.
B;4B;OA 04;CN04;Ciencias Naturales;Aprendizajes Complementarios;Analizar los efectos de la actividad humana en ecosistemas de Chile, proponiendo medidas para protegerlos (parques nacionales y vedas, entre otras).
B;4B;OA 05;CN04;Ciencias Naturales;Aprendizajes Complementarios;Identificar y describir, usando modelos, estructuras del sistema esquelético y algunas de sus funciones, como protección (costillas y cráneo), soporte (vértebras y columna vertebral) y movimiento (pelvis y fémur).
B;4B;OA 06;CN04;Ciencias Naturales;Aprendizajes Basales;Explicar, con apoyo de modelos, el movimiento del cuerpo, considerando la acción coordinada de músculos, huesos, tendones y articulación (ejemplo: brazo y pierna), y describir los beneficios de la actividad física para el sistema musculo-esquelético.
B;4B;OA 07;CN04;Ciencias Naturales;Aprendizajes Basales;Identificar estructuras del sistema nervioso y describir algunas de sus funciones, como conducción de información (médula espinal y nervios) y elaboración y control (cerebro).
B;4B;OA 08;CN04;Ciencias Naturales;Aprendizajes Complementarios;Investigar en diversas fuentes y comunicar los efectos que produce el consumo excesivo de alcohol en la salud humana (como descoordinación, confusión y lentitud, entre otras).
B;4B;OA 09;CN04;Ciencias Naturales;Aprendizajes Basales;Demostrar, por medio de la investigación experimental, que la materia tiene masa y ocupa espacio, usando materiales del entorno.
B;4B;OA 10;CN04;Ciencias Naturales;Aprendizajes Basales;Comparar los tres estados de la materia (sólido, líquido y gaseoso) en relación con criterios como la capacidad de fluir, cambiar de forma y volumen, entre otros.
B;4B;OA 11;CN04;Ciencias Naturales;Aprendizajes Complementarios;Medir la masa, el volumen y la temperatura de la materia (en estados sólido, líquido y gaseoso), utilizando instrumentos y unidades de medida apropiados.
B;4B;OA 12;CN04;Ciencias Naturales;Aprendizajes Basales;Demostrar, por medio de la investigación experimental, los efectos de la aplicación de fuerzas sobre objetos, considerando cambios en la forma, la rapidez y la dirección del movimiento, entre otros.
B;4B;OA 13;CN04;Ciencias Naturales;Aprendizajes Complementarios;Identificar, por medio de la investigación experimental, diferentes tipos de fuerzas y sus efectos en situaciones concretas: fuerza de roce (arrastrando objetos), peso (fuerza de gravedad), fuerza magnética (en imanes).
B;4B;OA 14;CN04;Ciencias Naturales;Aprendizajes Complementarios;Diseñar y construir objetos tecnológicos que usen la fuerza para resolver problemas cotidianos.
B;4B;OA 15;CN04;Ciencias Naturales;Aprendizajes Basales;Describir, por medio de modelos, que la Tierra tiene una estructura de capas (corteza, manto y núcleo) con características distintivas en cuanto a su composición, rigidez y temperatura.
B;4B;OA 16;CN04;Ciencias Naturales;Aprendizajes Basales;Explicar los cambios de la superficie de la Tierra a partir de la interacción de sus capas y los movimientos de las placas tectónicas (sismos, tsunamis y erupciones volcánicas).
B;4B;OA 17;CN04;Ciencias Naturales;Aprendizajes Complementarios;Proponer medidas de prevención y seguridad ante riesgos naturales en la escuela, la calle y el hogar, para desarrollar una cultura preventiva.
B;4B;OAA A;CN04;Ciencias Naturales;Actitudes;Demostrar curiosidad e interés por conocer seres vivos, objetos y/o eventos que conforman el entorno natural.
B;4B;OAA B;CN04;Ciencias Naturales;Actitudes;Manifestar un estilo de trabajo riguroso y perseverante para lograr los aprendizajes de la asignatura.
B;4B;OAA C;CN04;Ciencias Naturales;Actitudes;Reconocer la importancia del entorno natural y sus recursos, desarrollando conductas de cuidado y protección del ambiente.
B;4B;OAA D;CN04;Ciencias Naturales;Actitudes;Asumir responsabilidades e interactuar en forma colaborativa y flexible en los trabajos en equipo, aportando y enriqueciendo el trabajo común.
